NB,LATITUDE,LONGITUDE,NAME,NAME_MOD,AUTH_ANC,AUTH_MOD,COUNTRY,AM,PP,RE,BW,QU,MO,CN,SL,SH,PH,CO
187,37.397447,-1.569544,Longuntica ,near Aguilas,"Livy, Hist, 22, 20",BAtlas,Spain East,a,,,,,,,,,,
188,37.555514,-1.298361,Ficariensis Locus ,near Mazarron,,BAtlas,Spain East,m,,,,,,,,,,
189,37.598972,-0.999357,"Carthagine Spartaria, Cartago Nova, Carthage la neuve ","Carthagena, Mar del Mandarache beneath Mont Altaya","Appian, Ibérique, 4 ; Livy, Hist, 26, 42-43 & 28, 17 ; Polybius, Hist, 10, 2 ; Strabo, Geogr, 3, 4 ; Antonine, Itin Mar","Carayon, de la Pena, Flemming",Spain East,a,,,,,,,,,,
190,37.579740,-0.844278,"Portus Magnus, Onusa ? ",Portman,"Livy, Hist, 22, 20",,Spain East,a,,,,,,,,,,
190.1,37.714517,-0.791534,,Mar Menor,,AdG,Spain East,m,p,,,,,,,,,
191,37.876587,-0.743439,Thiar ,near Torre de la Horadada,,"BAtlas, Flemming",Spain East,m,,,,,,,,,,
192,38.109224,-0.634609,"Herna, port of Rojales ","Guardamar del Segura, on the estuary of R Segura","Avienus, Ora Maritima",Carayon,Spain East,a,,,,,,,,,,
193,38.194863,-0.558975,"Portus Illicitanus, Illici, Ilice, Elia ","Santa Pola, 20 km South of Alicante",,Flemming,Spain East,m,,r,,X,,,,,,
194,38.343121,-0.473925,"Lucentum, Akra Leuke, Castrum Album ",Alicante,,"Carayon, Flemming",Spain East,m,,,,,,,,,,
195,38.525728,-0.132213,Alonae ,Benidorm,,Flemming (BAtlas locates it at Santa Pola),Spain East,m,,,,,,,,,,
196,38.840098,0.128790,Hemeroscopion and Dianium ,Denia,"Strabo, Geogr, 3, 4",de la Pena,Spain East,a,,,,,,,,,,
197,39.148905,-0.231545,Portus Sucrone ,"Cullera, on theestuary of R Jucar",,,Spain East,m,,,,,,,,,,
198,39.424686,-0.291123,Valentia ,Valencia,,"BAtlas, Flemming",Spain East,m,,,,,,,,,,
199,39.634672,-0.239053,"Saguntum, Sagonte ",Grao Vell at Sagunto,,"Lehmann, Flemming",Spain East,m,,rs,X,,,,,,,
200,39.853618,-0.075240,Port of Sebelaci ,"Burriana, port of Onda",,Flemming,Spain East,m,,,,,,,,,,
201,40.073880,0.145405,"Etobesa, Etouissa ? ",near Oropesa del Mar,,BAtlas,Spain East,m,,,,,,,,,,
202,40.413940,0.441742,Indibilis ,near Benicarlo,,BAtlas,Spain East,m,,,,,,,,,,
203,40.470829,0.487544,Adeba ,near Vinaroz,,BAtlas,Spain East,m,,,,,,,,,,
204,40.625486,0.849805,Tenebrius Portus ,outlet of R Ebre,"Ptol, Geogr, 2, 6",,Spain East,a,,,,,,,,,,
205,40.814375,0.521016,Dertosa ,"Tortosa, on R Ebre","Suetonius, Galba,10",,Spain East,a,,,,,,,,,,
206,40.764989,0.862225,,R Ebre navigable over 200 km ,"Pliny, Hist Nat, 3, 4",,Spain East,a,,,,,,,,,,
207,40.804492,0.726888,Tria Capita ,near l’Ampola ?,,BAtlas,Spain East,m,,,,,,,,,,
208,40.896014,0.828452,Sub Saltu ,near Les Tres Cales ?,,BAtlas,Spain East,m,,,,,,,,,,
209,40.981902,0.930664,Oleastrum ,near Hospitalet de l’Infant,,BAtlas,Spain East,m,,,,,,,,,,
210,41.071933,1.188741,"Kissa, Cissis ",near La Pineda,,BAtlas,Spain East,m,,,,,,,,,,
211,41.115232,1.257436,"Taracco, Tarracon ",Tarragona,"Strabo, Geogr, 3, 4 ; Livy, Hist, 22, 19 & 25, 22 ; Avienus, Ora Maritima","Lehmann, de la Pena, Flemming",Spain East,a,,r,,,,,,,,
212,41.380960,2.183205,Barcino ,Barcelona,,"de la Pena, Flemming, RE",Spain East,m,,,,,,,,,,
213,41.424821,2.243912,Baetulo ,Badalona,,"Flemming, BAtlas",Spain East,m,,,,,,,,,,
214,41.518779,2.435229,"Iluro, port d’Ilduro ",near Mataro,,BAtlas,Spain East,m,,,,,,,,,,
215,41.670302,2.795652,Blanda ,Blanes,,"Flemming, BAtlas",Spain East,m,,,,,,,,,,
216,41.718110,2.937827,Turissa ,Tossa de Mar ?,,BAtlas,Spain East,m,,,,,,,,,,
217,41.858999,3.155382,Castell de la Fosca ,near Palamos,,BAtlas,Spain East,m,,,,,,,,,,
218,41.891501,3.195273,Lounarion ,Llafranc,,BAtlas,Spain East,m,,,,,,,,,,
219,42.123368,3.142517,Indike ,L’Escala,,BAtlas,Spain East,m,,,,,,,,,,
220,42.136778,3.121576,"Emporium, Emporia, Cypsela ? ",Sant Marti d’Empuries,"Strabo, Geogr, 3, 4 ; Livy, Hist, 29, 25 & 38, 8 ; Polybius, Hist, 3, 16 ; Avienus, Ora Maritima ; Scylax, Peripl","Lehmann, Flemming",Spain East,a,,r,X,,X,,,,,
221,42.255161,3.170943,"Rhoda, Rhode, Rhodope ",Roses,,Flemming,Spain East,m,,,,,,,,,,
222,42.292361,3.288913,Mont Malodes  ,"Port Lligat near Cadaquès ? Is this Sierra de Montgri ? On the French side, a place called la Tour Madeloc is located above Port Vendres. Shelters South of Cape Creus are poor, excepting Port Lligat where Salvador Dali was living","Avienus, Ora Maritima",,Spain East,a,,,,,,,,,,
223,39.898692,3.515917,Gymnesias ,Gymnesian islands: Mallorca and Minorca,"Diodorus, Hist, 5, 14 ; Livy, Hist, 28, 37 ; Strabo, Geogr, 3, 5 ; Antonine, Itin Mar",,Spain Baleares,a,,,,,,,,,,
224,39.585390,2.998611,"Columba, Balearis Maior ",Isle of Mallorca. Antonin also mentions a  Diana and a Lesbos which are not to be found in the Baleares. There is a Diana near Ostie and of course a  Lesbos in the Aegean,"Antonine, Itin Mar",,Spain Mallorca,a,,,,,,,,,,
225,39.561520,2.645045,Palmeria,Palma de Mallorca ,,"de la Pena, Flemming",Spain Mallorca,m,p,,,,,,,,,
225.1,39.531926,2.587282,,Las Illetas,,AdG,Spain Mallorca,m,p,,,,,,,,,
225.2,39.510636,2.468253,,Puerto de Santa Ponsa,,AdG,Spain Mallorca,m,p,,,,,,,,,
225.3,39.796642,2.693481,,Puerto de Soller,,AdG,Spain Mallorca,m,p,,,,,,,,,
226,39.907278,3.091023,"Buccorum, Bocchori ",Formentor-Pollensa,,"de la Pena, BAtlas",Spain Mallorca,m,,,,,,,,,,
227,39.831777,3.128806,Pollentia ,Alcudia (with possible second port in Bonnaire),,"de la Pena, BAtlas, Flemming",Spain Mallorca,m,,,,,,,,,,
227.1,39.540520,3.336989,,Porto Cristo,,AdG,Spain Mallorca,m,p,,,,,,,,,
227.2,39.419308,3.265063,,Porto Colom,,AdG,Spain Mallorca,m,p,,,,,,,,,
227.3,39.369239,3.224449,,"Puerto de Cala Llonga, Cala d'Or",,AdG,Spain Mallorca,m,p,,,,,,,,,
227.4,39.356874,3.212041,,Porto Petro,,AdG,Spain Mallorca,m,p,,,,,,,,,
228,39.311106,3.001310,"Na Guardis, port of Guium ? ",in front of Colonia Sant Jordi,,Carayon,Spain Mallorca,m,,r,,X,,,,,,
228.1,39.148226,2.933627,,Puerto de Cabrera,,AdG,Spain Cabrera,m,p,,,,,,,,,
228.2,39.362034,2.834320,,Cala Pi,,AdG,Spain Mallorca,m,p,,,,,,,,,
229,39.982937,4.057332,"Nura, Balearis Minor ",Isle of Minorca,"Antonine, Itin Mar",,Spain Minorca,a,,,,,,,,,,
230,39.994698,3.824363,"Yamma, Iamon, Iamna, Iamnona",Ciudadela,,de la Pena,Spain Minorca,m,p,,,,,,,,,
230.1,40.054083,3.883019,,Cala Morell,,AdG,Spain Minorca,m,p,,,,,,,,,
231,40.074481,4.086386,Sanisera ,"Puerto Nitge, Sanitja",,Contreras,Spain Minorca,m,,rs,,,,,,,,
231.1,40.046405,4.130221,,Puerto de Fornells,,AdG,Spain Minorca,m,p,,,,,,,,,
231.2,40.004438,4.199634,,Puerto de Cala de Addaya,,AdG,Spain Minorca,m,p,,,,,,,,,
231.3,39.953126,4.273486,,"Cala Grao, Colom island",,AdG,Spain Minorca,m,p,,,,,,,,,
232,39.887878,4.280101,"Mago, Portus Magonis",Mahon,,"Carayon, de la Pena, Flemming, RE",Spain Minorca,m,p,,,,,,,,,
232.1,39.828192,4.294459,,Cala Alcaufa,,AdG,Spain Minorca,m,p,,,,,,,,,
233,39.860556,4.143743,Cala Coves ,near Cala en Porter,,Carayon,Spain Minorca,m,,,,,,,,,,
234,38.774222,1.331400,"Pityusa, Pytyuse, Pitiusas, Pittecusa ",Pityusic islands: Ibiza and Formentera and Espalmador,"Diodorus, Hist, 5, 13 ; Livy, Hist, 28, 37 ; Scylax, Peripl",,Spain Baleares,a,,,,,,,,,,
235,38.910255,1.439502,"Ebusus, Ebysos ","Ibiza, on the Isle of Ibiza","Livy, Hist, 22, 20 ; Antonine, Itin Mar","Carayon, RE",Spain Ibiza,a,p,,,,,,,,,
236,38.867652,1.343334,,"Sa Caleta, on the SW coast of Ibiza",,Carayon,Spain Ibiza,m,,,,,,,,,,
236.1,38.913538,1.222857,,Cala Badella,,AdG,Spain Ibiza,m,p,,,,,,,,,
236.2,38.967198,1.267691,,Port del Torrent,,AdG,Spain Ibiza,m,p,,,,,,,,,
236.3,39.084369,1.437616,,Puerto de San Miguel,,AdG,Spain Ibiza,m,p,,,,,,,,,
236.4,39.114326,1.518128,,Cala Portinatx,,AdG,Spain Ibiza,m,p,,,,,,,,,
236.5,38.778699,1.425659,Ophioussa,Puerto del Espalmador,,,Spain Formentera,m,p,,,,,,,,,
236.6,38.730422,1.414050,,"Puerto de Sabina, Estanque Peix",,AdG,Spain Formentera,m,p,,,,,,,,,
237,50.768722,1.593818,"Epatiacum, Epatiaci portus ",unlocalized North of Boulogne,,RE,France West,m,,,,,,,,,,
238,50.727455,1.600821,"Port Bononiensis, Bononia, with ancient lighthouses of La Tour d'Ordre and La Tour de Caligula (both eroded away by the sea)",Boulogne,,"Grenier, Christiansen",France West,m,,,,,,,,,,
239,50.715270,1.612595,"Gesoriacum Portus, Portu Gessoriacensi ",Boulogne,"Ptol, Geogr, 2, 9 ; Mela, Geogr, 3, 2 ; Antonine, Itin Mar",Grenier,France West,a,,,,,,,,,,
240,50.707832,1.564579,Portus Paulo Infra,Le Portel,,Grenier,France West,m,,,,,,,,,,
241,50.682302,1.654078,"Port Itius, Port of the Morins",Boulogne: Isques,"Caesar, Guerre des Gaules, 4, 28 & 5, 2 ; Pliny, Hist Nat, 4, 37 ; Strabo, Geogr, 4, 5","Grenier, CG",France West,a,,,,,,,,,,
242,50.513931,1.638006,Portus Aepatiaci ,Etaples,,BAtlas,France West,m,,,,,,,,,,
243,50.446039,1.836752,Lintomagus ,Brimeux,,BAtlas,France West,m,,,,,,,,,,
244,50.021016,1.463850,Catuslovius ,Eu,,Marie-Thérèse and Georges Raepsaet-Charlier,France West,m,,,,,,,,,,
245,49.502576,0.209231,"Port Cruciatonnon, Caracotinum ","Carentan, Harfleur",,Grenier,France West,m,,,,,,,,,,
246,49.513934,0.518772,Port of Juliobana ,Lillebonne,,Grenier,France West,m,,,,,,,,,,
247,49.522662,0.725045,Loium ,Caudebec en Caux,,BAtlas,France West,m,,,,,,,,,,
248,49.104490,-0.398913,Aregenua ,"Vieux, South of Caen",,Grenier,France West,m,,,,,,,,,,
249,49.311130,-1.234087,"Crociatonum, Crouciaconnum ",Carentan,,BAtlas,France West,m,,,,,,,,,,
250,49.682941,-1.598889,"Coriallum, Coriovallum ",Cherbourg,,BAtlas,France West,m,,,,,,,,,,
251,49.713769,-2.195279,Riduna ,"Isle of Alderney, Aurigny","Antonine, Itin Mar",,France West,a,,,,,,,,,,
252,49.455255,-2.574880,Sarmia ,Isle of Guernesey,"Antonine, Itin Mar",,France West,a,,,,,,,,,,
253,49.458796,-2.524054,"Lisia, Lesia ","La Plaiderie at St Peter Port, Guernesey","Antonine, Itin Mar",,France West,a,,,,,,,,,,
254,49.431421,-2.359939, Barsa ,Isle of Sark ?,"Antonine, Itin Mar",,France West,a,,,,,,,,,,
255,49.218157,-2.138954," Caesarea,  Andium ",Isle of Jersey,"Antonine, Itin Mar",,France West,a,,,,,,,,,,
256,49.315391,-1.727755,,Portbail ,,BAtlas,France West,m,,,,,,,,,,
257,48.659636,-1.412533,"Abrincas, Ingena ",Avranches,,BAtlas,France West,m,,,,,,,,,,
258,48.643115,-1.861916,,St Méloir des Ondes ,,BAtlas,France West,m,,,,,,,,,,
259,48.631853,-2.028682,"Reginca, Aletum ",Aleth near St Malo,,BAtlas,France West,m,,,,,,,,,,
260,48.475288,-2.004217,,Taden ,,BAtlas,France West,m,,,,,,,,,,
261,48.631072,-2.481902,,Erquy ,,BAtlas,France West,m,,,,,,,,,,
262,48.545476,-2.711488,,St Brieuc ,,BAtlas,France West,m,,,,,,,,,,
263,48.736145,-3.485788,,Lannion and Ploulec’h ,,BAtlas,France West,m,,,,,,,,,,
264,48.654231,-3.875826,"Port Saliocanus, Staliocane ",in the bay of Morlaix,"Ptol, Geogr, 2, 8",Grenier,France West,a,,,,,,,,,,
265,48.460159,-5.086396," Uxantis, Portus Uxentinus",Isle of Ouessant,"Antonine, Itin Mar",Blackman,France West,a,,rs,,,,,,,,
266,48.334649,-4.493341,"Gesocribate, Osismis ",Brest,,BAtlas,France West,m,,,,,,,,,,
267,48.035135,-4.853890," Sina, Sena ",Isle of Sein,"Antonine, Itin Mar",,France West,a,,,,,,,,,,
268,47.715792,-3.355616,"Port Vindana, Ouidana ",Port Louis near Lorient,"Ptol, Geogr, 2, 8",Grenier,France West,a,,,,,,,,,,
269,47.799419,-3.276143,Blabia ,Hennebont ? on R Blavet,,RE,France West,m,,,,,,,,,,
270,47.322732,-3.185394, Vindilis ,Isle of Belle-Ile,"Antonine, Itin Mar",,France West,a,,,,,,,,,,
271,47.388436,-2.967130, Siata ,Isle of Houat,"Antonine, Itin Mar",,France West,a,,,,,,,,,,
272,47.336393,-2.873298, Arica ,Isle of Hoedic ?,"Antonine, Itin Mar",,France West,a,,,,,,,,,,
273,47.626471,-2.762254,"Darioritum, Benetis ","Vannes, capital city of the Vénètes",,BAtlas,France West,m,,,,,,,,,,
273.1,47.470252,-2.512098,Cassiterides islands,islands now inland at Penestin (?),"Strabo, Geogr, 3, 3-5 ; Pliny, Hist Nat, 4, 36",Gavin de Beer (1960),France West,a,,,,,,,,,,
274,47.288481,-2.481619,"Port Brivates, Blivida ? ",Batz-Trémondet,"Ptol, Geogr, 2, 8","Grenier, RE, CG",France West,a,,,,,,,,,,
275,47.252563,-2.207931,Corbilon ,St Nazaire ?,"Strabo, Geogr, 4, 2",Grenier,France West,a,,,,,,,,,,
276,47.290448,-2.082342,Port des Deux Corbeaux ,on the estuary of R Loire,"Strabo, Geogr, 4, 4",Grenier,France West,a,,,,,,,,,,
277,47.211665,-1.567355,"Portus Namnetum, Port des Namnètes ",Nantes,,CG,France West,m,,,,,,,,,,
278,47.192568,-1.570480,"Ratiatum, port of the Pictons ","Rezé, in front of Nantes",Strabo and Ptol mention the city but not the port,,France West,a,,,,,,,,,,
279,47.108216,-2.109258,Port Sicor ,Le Pornic,"Ptol, Geogr, 2, 8 ; Marcian, Peripl, 2, 21",Grenier,France West,a,,,,,,,,,,
280,46.943573,-2.232076,Port Morinum ,Port de Morin ? on the isle of Noirmoutier,"Polybius, Hist, 34, 7",,France West,a,,,,,,,,,,
281,46.003566,-1.084452,port of the Santons ,Fouras,"Ptol, Geogr, 2, 7",Grenier,France West,a,,,,,,,,,,
282,45.519272,-0.895435,Novioregum ,Barzan,,BAtlas,France West,m,,,,,,,,,,
283,45.123024,-0.670996,"Blauto, Blavia Santorum ",Blaye,,BAtlas,France West,m,,,,,,,,,,
284,44.839745,-0.565279,Burdigala ,"Bordeaux, Porte Navigère, at the outlet of R Devèze, near the Place de la Bourse","Strabo, Geogr, 4, 2 ; Marcian, Peripl, 2, 21",Grenier,France West,a,,,,,,,,,,
285,44.824834,-0.541374,,R Garonne barely navigable ,"Mela, Geogr, 3, 2 ; Marcian, Peripl, 2, 21",,France West,a,,,,,,,,,,
286,43.492880,-1.474326,"Lapurdum, Lapurdunum, Lapurdo, Baiona ",Bayonne,,,France West,m,,,,,,,,,,
287,42.342563,3.195006,Pyrénée  ,"Port de la Selva ? « Le Pyrénée » generally means the oriental extremity of this chain of mountains that literally falls into the sea between Port Vendres in France and Roses in Spain. Its end is Cape Creus. Shelters are few and of bad quality, as they face the East, and the mountain is hostile. The best shelter is Port de la Selva on the Spanish side","Livy, Hist, 34, 8",,France South,a,,,,,,,,,,
288,42.444486,3.173549,Cervaria ,Cerbère,"Mela, Geogr, 2, 5",,France South,a,,,,,,,,,,
289,42.519556,3.108357,Port de Venus ,Port-Vendres,"Mela, Geogr, 2, 5","Flemming, présence d’une épave ",France South,a,p,,,,,,,,,
290,42.606371,3.046006,"Illiberis, Castrum Helenae ",Latour-Bas-Elne near St Cyprien,,Flemming,France South,m,,,,,,,,,,
291,42.708809,2.945258,Ruscino ,Castel Rossello,,Flemming,France South,m,,,,,,,,,,
292,42.883949,3.020076,Leuxos ,Leucate,,Flemming,France South,m,,,,,,,,,,
293,43.163453,2.963676,Narbo-Martius,Narbonne ,"Strabo, Geogr, 4, 1 ; Ausonius, Ordo Urbium, 13 ; Apollinaris, Poésie 23","Lehmann, Flemming, RE, Blackman",France South,a,,r,,X,X,,,,,
294,43.049687,3.041817,"Port de Cauquènes, Kauco ","possibly used only for the quarry on the isle of Sainte Lucie (Narbonne, Etang de Sigean)",,Grenier,France South,m,,r,,X?,,,,,,
295,43.143864,2.998948,,"Lake de Capelles (Narbonne, Etang de Bages)",,"Grenier, Carayon",France South,m,,r,,X?,,,,,,
296,43.141803,3.004629,,"Jetty of La Marseillaise (Narbonne, Etang de Bages)",,"Sanchez, Carayon, Falguera",France South,m,,r,,X,,,,,,
297,43.131376,3.023556,,"Mandirac training walls (Narbonne, Etang de Bages)",,"Sanchez, Carayon",France South,m,,r,X,X,,,,,,
298,43.101765,3.042969,,"Port of Conilhac (Narbonne, Etang de Campignol)",,Grenier,France South,m,,,,,,,,,,
299,43.088708,3.075036,,"St Martin le bas (Narbonne, isle of Saint Martin)",,Falguéra,France South,m,,r,,,,,,,,
300,43.125175,3.104767,,"Le Bouis (Narbonne, near Gruissan)",,Falguéra,France South,m,,r,,,,,,,,
301,43.128234,3.122125,,"Tintaine (Narbonne, near Gruissan)",,Falguéra,France South,m,,r,,X?,,,,,,
302,43.314327,3.468434,Agathe ,"Agde, river port",,Flemming,France South,m,p,,,,,,,,,
303,43.287235,3.513413,Embonne ,Cap d’Agde,,BAtlas,France South,m,,,,,,,,,,
304,43.420773,3.612533,Mesua ,Mèze,,BAtlas,France South,m,,,,,,,,,,
305,43.437020,3.687339,,Balaruc les Bains ,,BAtlas,France South,m,,,,,,,,,,
306,43.397696,3.701904,Setius ,Sète,,Flemming,France South,m,,,,,,,,,,
307,43.513250,3.883501,Magalona ,Maguelone,,BAtlas,France South,m,,,,,,,,,,
308,43.564622,3.907004,"Lattara, Latera and its ancient lighthouse ",Lattes,,"Garcia, Christiansen, Flemming",France South,m,,r,,X,,,,,X,
309,43.436040,4.412601,Saintes-Maries-de-la-Mer (also called Artémis because the saintes in question came from Ephesus where godin Artemis is worshiped),"maritime port of Arles, now submerged offshore",,,France South,m,,,,,,,,,,
310,43.677224,4.621122,"Arelate, Arelas ",Arles,"Caesar, Guerre civile, 2, 5 ; Ausonius, Ordo Urbium, 8 ; Antonine, Itin Mar","Grenier, Flemming",France South,a,,rs,,X,,,,,,
311,43.429372,4.734231,"Gradus Massilitanorum, at about 18 nautical miles from Arelates","outlet of R Rhône, navigable up to Lyon","Antonine, Itin Mar ; Polybius, Hist, 3, 16 ; Ammian, Hist, 15, 11",,France South,a,,,,,,,,,,
312,43.498462,4.824064,"Marius' canal, Fossa Mariana, Fossae Marianae, Fosses Mariannes","Canal connecting Fos to R Rhône, not yet precisely located","Plutarch, Marius, 16 ; Strabo, Geogr, 4, 1 ; Mela, Geogr, 2, 5","Grenier, Lehmann, Flemming, Fontaine (Arkaeos), Vella",France South,a,,rs,X,,,,,,,
312.1,43.424017,4.961254,Statio Fossae Marianae ? Near Stomalimne,"Fos marina, Anse St Gervais near Fos and Étang de l’Estomac","Strabo, Geogr, 4, 1 ; Antonine, Itin Mar","Fontaine (Arkaeos), Vella",France South,a,,rs,X,,,,,,,
313,43.354230,5.023508,Maritima Ciuitas Colonia ,"Martigues, Port des Laurons, submerged breakwater","Ptol, Geogr, 2, 10",,France South,a,,rs,X,,,,,,,
314,43.355750,5.024662,Maritima Ciuitas Colonia ,"Martigues, Port des Laurons, submerged quay","Ptol, Geogr, 2, 10",,France South,a,,rs,,X,,,,,,
315,43.326054,5.045067,Dilis ,near La Couronne Carro ?,"Antonine, Itin Mar",,France South,a,p,,,,,,,,,
316,43.330747,5.107255,,Sausset les Pins,,AdG,France South,m,p,,,,,,,,,
317,43.325969,5.154315,Incaro ,Carry le Rouet,"Antonine, Itin Mar","Flemming, shipwreck",France South,a,,,,,,,,,,
318,43.296262,5.366911,"Massalia Graecorum, Lacydon ","Marseille, Vieux Port, Musée des docks: Dolia warehouse (sh, sl near place Jules Verne)","Caesar, Guerre civile, 1, 36 ; 2, 1 ; Mela, Geogr, 2, 5 ; Strabo, Geogr, 4, 1 ; Scylax, Peripl ; Antonine, Itin Mar","Grenier, Lehmann, CG, Loven",France South,a,,r,,,,,X,X,,
319,43.297625,5.374913,"Massalia Graecorum, Lacydon ","Marseille, Vieux Port, quays of the Corne du port antique","Caesar, Guerre civile, 1, 36 ; 2, 1 ; Mela, Geogr, 2, 5 ; Strabo, Geogr, 4, 1 ; Scylax, Peripl ; Antonine, Itin Mar","Grenier, Lehmann, Flemming, CG, Blackman",France South,a,p,r,,X,,,,,,
320,43.270839,5.302154,,"Calanque de l’Âne, Pomègues (isles of Frioul)",,shipwreck and mooring bits,France South,m,p,r,,,X,,,,,
321,43.235262,5.355211,,Madrague de Montredon ,,shipwreck,France South,m,,,,,,,,,,
322,43.217578,5.343932,"Inmandras, Immandras","Isle of Maïre: Port des Goudes, on the North side of Cap Croisette","Antonine, Itin Mar",,France South,a,p,,,,,,,,,
323,43.211142,5.352380,"Inmandras, Immandras","Isle of Maïre: Callelongue, on the South side of Cap Croisette","Antonine, Itin Mar",,France South,a,,,,,,,,,,
324,43.209560,5.422606,"Aemines, Hemines, Mines ",Sormiou,"Antonine, Itin Mar","BAtlas, Flemming, RE",France South,a,,,,,,,,,,
325,43.205623,5.515599,Portus Milus,Port Miou,,Arnaud 2004,France South,m,p,,,,,,,,,
326,43.214105,5.539015,Carsicis ,Cassis,"Antonine, Itin Mar","Lehmann, Flemming",France South,a,p,r,,X,X,,,,,
327,43.173127,5.607165,"Citharista, Kitharistès, Zao ","La Ciotat, Ceyreste","Pliny, Hist Nat, 3, 5 ; Antonine, Itin Mar","Flemming, RE, CG",France South,a,p,,,,,,,,,
328,43.171103,5.695495,,Les Baumelles (St Cyr on Mer),,BAtlas,France South,m,,,,,,,,,,
329,43.080312,5.799876,"Tauroeis, Taurento, Tauroentum ","Le Brusc, Six Fours","Caesar, Guerres civiles, 2, 4",Flemming,France South,a,,,,,,,,,,
329.1,43.079451,5.781492,,Port St Pierre on Iles des Embiez,,AdG,France South,m,p,,,,,,,,,
329.2,43.082920,5.905755,,Baie du Lazaret,,AdG,France South,m,p,,,,,,,,,
330,43.109297,5.917936,Telone Martio ,Toulon,"Antonine, Itin Mar",Flemming,France South,a,,,,,,,,,,
331,43.078934,6.123224,"Olbia, Pomponiana ",L’Almanarre near Hyères,"Antonine, Itin Mar","Lehmann, Flemming, CG",France South,a,,rs,X,X?,,,,,,
332,43.042709,6.109172,,Madrague de Giens ,,shipwreck,France South,m,,,,,,,,,,
333,43.025491,6.151745,,La Tour Fondue on the peninsula of Giens,,shipwreck,France South,m,,,,,,,,,,
334,43.009730,6.305789,"Stoechadis, Stoechades, Stechades ","Isles of Porquerolles, of Port-Cros, of Levant","Strabo, Geogr, 4, 1 ; Tacitus, Hist, 3, 42 ; Antonine, Itin Mar",,France South,a,,,,,,,,,,
335,43.015313,6.216364,,Pointe of Lequin (Porquerolles),,several shipwrecks,France South,m,,,,,,,,,,
336,43.001770,6.251547,,Pointe de La Galère (Porquerolles),,BAtlas,France South,m,,,,,,,,,,
337,43.013552,6.387402,,Anse de La Palud (Port-Cros),,shipwreck,France South,m,,,,,,,,,,
338,43.095684,6.321810,Pergantion ,beach of Brégançon,,,France South,m,,,,,,,,,,
339,43.147563,6.433578,Alconis ,Cavalière,"Antonine, Itin Mar",,France South,a,,,,,,,,,,
340,43.165496,6.538462,,Pointe du Dattier (Cap Cavalaire),,shipwreck,France South,m,,,,,,,,,,
341,43.174482,6.542382,Heraclia Caccabaria ,"Cavalaire. Plini, Hist Nat, 3, 5 mentions a Héraclée at the outlet of R Rhône, but the pointe Cavalaire is now generally accepted","Antonine, Itin Mar","Lehmann, Flemming, CG",France South,a,,rs,X,,,,,,,
342,43.187285,6.556029,,Villa Pardigon ,,BAtlas,France South,m,,,,,,,,,,
343,43.178553,6.653968,,bay of Bon-Porte (Ramatuelle),,,France South,m,,,,,,,,,,
344,43.228940,6.675349,,bay of Pampelone ,,shipwreck,France South,m,,,,,,,,,,
345,43.273254,6.629807,Athenopolis ,St Tropez,,BAtlas,France South,m,,,,,,,,,,
346,43.272286,6.594116,Sinus Sambracitanus plagia ,beach of the Golfe de St Tropez,"Antonine, Itin Mar",,France South,a,,,,,,,,,,
347,43.429607,6.743924,"Forum Julii, Forum Julium, with four lighthouses: the Lanterne d'Auguste, the Butte St Antoine, the Monument aux Tritons and the Lion de Mer islet in front of St Raphaël",Fréjus,"Strabo, Geogr, 4, 1 ; Tacitus, Hist, 3, 42","Grenier, Lehmann, Flemming, Blackman, Christiansen",France South,a,,r,,X,,X,,,X,
